halId_s,uri_s,title_s,authFullName_s,producedDate_s,producedDateY_i,journalTitle_s,conferenceTitle_s,country_s
hal-01758573,https://hal.science/hal-01758573v1,Étude préliminaire de reconnaissance d'écriture sur des documents historiques,"Adeline Granet,Emmanuel Morin,Harold Mouchère,Solen Quiniou,Christian Viard-Gaudin",2017-03,2017,,Rencontre des Jeunes Chercheurs en Recherche d'Information (RJCRI),fr
hal-01757743,https://hal.science/hal-01757743v1,Analyse des registres manuscrits de la comédie-Italienne au XVIIIe siècle : de l'image au langage,"Adeline Granet,Geoffrey Roman-Jimenez,Françoise Rubellin,Solen Quiniou,Emmanuel Morin,Harold Mouchère,Christian Viard-Gaudin",2017-02-07,2017,,Folle Journée de l'Imagerie Nantaise (FJIN),fr
tel-01725324,https://theses.hal.science/tel-01725324v1,"Identification et exploitation de contextes riches en connaissances pour l’aide à la traduction terminologique,Identification and exploitation of knowledge-rich contexts for terminological assisted translation",Firas Hmida,2017-02-06,2017,,,
hal-01693062,https://hal.science/hal-01693062v1,Indexation automatique en SHS : bilan d’une expérimentation,"Béatrice Daille,Evelyne Jacquey,Sabine Barreaux",2017,2017,"I2D – Information, données & documents",,
hal-01693019,https://hal.science/hal-01693019v1,Le tournant des données en traitement automatique des langues.,"Béatrice Daille,Adeline Nazarenko",2017,2017,,,
hal-01578932,https://hal.science/hal-01578932v1,Language-based Construction of Explorable News Graphs for Journalists,"Rémi Bois,Guillaume Gravier,Eric Jamet,Maxime Robert,Emmanuel Morin,Pascale Sébillot",2017,2017,,Empirical Methods in Natural Language Processing - Workshop on Natural Language Processing meets Journalism,dk
hal-01693823,https://hal.science/hal-01693823v1,How Document Pre-processing affects Keyphrase Extraction Performance,"Florian Boudin,Hugo Mougard,Damien Cram",2016-12-11,2016,,COLING 2016 Workshop on Noisy User-generated Text (WNUT),jp
hal-01693817,https://hal.science/hal-01693817v1,pke: an open source python-based keyphrase extraction toolkit,Florian Boudin,2016-12-11,2016,,COLING,jp
hal-01693812,https://hal.science/hal-01693812v1,Keyphrase Annotation with Graph Co-Ranking,"Adrien Bougouin,Florian Boudin,Béatrice Daille",2016-12-11,2016,,COLING,jp
hal-02422499,https://nantes-universite.hal.science/hal-02422499v1,A Canonical Semi-Deterministic Transducer,"Colin de La Higuera,Achilles Beros",2016-09-30,2016,Fundamenta Informaticae,,
hal-02422497,https://nantes-universite.hal.science/hal-02422497v1,Grammatical Inference of PCFGs Applied to Language Modelling and Unsupervised Parsing,"James Scicluna,Colin de La Higuera",2016-09-30,2016,Fundamenta Informaticae,,
hal-02422495,https://nantes-universite.hal.science/hal-02422495v1,Preface,"Rémi Eyraud,Colin de La Higuera,Makoto Kanazawa,Ryo Yoshinaka",2016-09-30,2016,Fundamenta Informaticae,,
hal-01693792,https://hal.science/hal-01693792v1,Modélisation unifiée du document et de son domaine pour une indexation par termes-clés libre et contrôlée,"Adrien Bougouin,Florian Boudin,Béatrice Daille",2016-07-04,2016,,23e conférence sur le Traitement Automatique des Langues Naturelles (TALN),fr
hal-01693785,https://hal.science/hal-01693785v1,"Indexation d'articles scientifiques. Présentation et résultats du défi fouille de textes DEFT 2016,Automatic indexing of scientific papers. Presentation and results of DEFT 2016 text mining challenge","Béatrice Daille,Sabine Barreaux,Florian Boudin,Adrien Bougouin,Damien Cram,Amir Hazem",2016-07-04,2016,,Atelier DEFT 2016,fr
hal-01693767,https://hal.science/hal-01693767v1,"TopicRank en domaines de spécialité : participation du LINA à DEFT 2016,TopicRank for specialized domains : LINA team at DEFT 2016","Adrien Bougouin,Florian Boudin,Béatrice Daille",2016-07-04,2016,,Atelier DEFT 2016,fr
hal-02433913,https://hal.science/hal-02433913v1,Extraction de lexiques bilingues à partir de corpus comparables spécialisés à travers une langue pivot,"Alexis Linard,Emmanuel Morin,Beatrice Daille",2016-07,2016,,23e conférence sur le Traitement Automatique des Langues Naturelles (TALN),fr
hal-01503811,https://hal.science/hal-01503811v1,Ubuntu-fr: a Large and Open Corpus for Supporting Multi-Modality and Online Written Conversation Studies,"Nicolas Hernandez,Soufian Salim,Elizaveta Loginova Clouet",2016-05-23,2016,,The Tenth International Conference on Language Resources and Evaluation (LREC 2016),si
hal-01423650,https://inria.hal.science/hal-01423650v1,Ambiguity Diagnosis for Terms in Digital Humanities,"Béatrice Daille,Evelyne Jacquey,Gaël Lejeune,Luis Felipe Melo,Yannick Toussaint",2016-05-23,2016,,Language Resources and Evaluation Conference,si
hal-02434073,https://hal.science/hal-02434073v1,Improving Bilingual Terminology Extraction from Comparable Corpora via Multiple Word-Space Models,"Emmanuel Morin,Amir Hazem",2016-05,2016,,10th International Conference on Language Resources and Evaluation (LREC),si
hal-01710397,https://hal.science/hal-01710397v1,Aligned Knowledge-Rich Contexts from Specialized Comparable Corpora,"Firas Hmida,Emmanuel Morin,Béatrice Daille",2016-04,2016,,7th International Conference on Intelligent Text Processing and Computational Linguistics (CICLing),tr
hal-02433945,https://hal.science/hal-02433945v1,Varia - Préface - 57-1,"Yves Lepage,Jean-Luc Minel,Emmanuel Morin,Pascale Sébillot,Isabelle Tellier",2016,2016,Revue TAL : traitement automatique des langues,,
hal-01188579,https://hal.science/hal-01188579v1,Exploiting Unbalanced Specialized Comparable Corpora for Bilingual Lexicon Extraction,"Emmanuel Morin,Amir Hazem",2016,2016,Natural Language Engineering,,
tel-02930615,https://hal.science/tel-02930615v1,"Automatic Domain-Specific Keyphrase Annotation,Indexation automatique par termes-clés en domaines de spécialité",Adrien Bougouin,2015-10-27,2015,,,
hal-01203750,https://hal.science/hal-01203750v1,Concept-based Summarization using Integer Linear Programming: From Concept Pruning to Multiple Optimal Solutions,"Florian Boudin,Hugo Mougard,Benoit Favre",2015-09-17,2015,,Conference on Empirical Methods in Natural Language Processing (EMNLP) 2015,pt
hal-01188570,https://hal.science/hal-01188570v1,Attempting to Bypass Alignment from Comparable Corpora via Pivot Language,"Alexis Linard,Béatrice Daille,Emmanuel Morin",2015-07-30,2015,,8th Workshop on Building and Using Comparable Corpora (BUCC),cn
hal-01185670,https://hal.science/hal-01185670v1,LINA: Identifying Comparable Documents from Wikipedia,"Emmanuel Morin,Amir Hazem,Florian Boudin,Elizaveta Loginova Clouet",2015-07-30,2015,,8th Workshop on Building and Using Comparable Corpora (BUCC),cn
hal-01185669,https://hal.science/hal-01185669v1,Reducing Over-generation Errors for Automatic Keyphrase Extraction using Integer Linear Programming,Florian Boudin,2015-07-30,2015,,ACL 2015 Workshop on Novel Computational Approaches to Keyphrase Extraction,cn
hal-02443264,https://hal.science/hal-02443264v1,"CDGFr\, un corpus en dépendances non-projectives pour le français.","Denis Béchet,Ophélie Lacroix",2015-06-22,2015,,Conférence sur le Traitement Automatique des Langues Naturelles (TALN),fr
hal-01170005,https://hal.science/hal-01170005v1,"Évaluation intrinsèque et extrinsèque du nettoyage de pages Web,Intrinsic and extrinsic evaluation of boilerplate removal tool","Gaël Lejeune,Romain Brixtel,Charlotte Lecluze",2015-06-22,2015,,Traitement Automatique des Langues Naturelles 2015,fr
hal-01170000,https://hal.science/hal-01170000v1,"A stylometric approach for opinion mining,Une approche stylométrique pour la fouille d'opinion","Gaël Lejeune,Frédéric Dumonceaux",2015-06-22,2015,,"Traitement Automatique des Langues Naturelles 2015, DEFT",fr
hal-01169996,https://hal.science/hal-01169996v1,"Towards diagnosing ambiguity of candidate terms,Vers un diagnostic d'ambiguïté des termes candidats d'un texte","Gaël Lejeune,Béatrice Daille",2015-06-22,2015,,Traitement Automatique des Langues Naturelles 2015,fr
hal-01737741,https://hal.science/hal-01737741v1,The Paper or the Video: Why Choose ?,"Hugo Mougard,Matthieu Riou,Colin de La Higuera,Solen Quiniou,Olivier Aubert",2015-05-18,2015,,"2nd Semantics, Analytics, Visualisation: Enhancing Scholarly Data Workshop (SAVE-SD) co-located with the 24th International World Wide Web Conference",it
hal-01186429,https://hal.science/hal-01186429v1,Hierarchical Topic Models for Language-based Video Hyperlinking,"Anca-Roxana Simon,Rémi Bois,Guillaume Gravier,Pascale Sébillot,Emmanuel Morin,Sien Moens",2015,2015,,"Workshop on Speech, Language and Audio in Multimedia",au
hal-01171113,https://hal.science/hal-01171113v1,Compositional Translation of Single-Word Complex Terms Using Multilingual Splitting,"Elizaveta Loginova Clouet,Rima Harastani,Béatrice Daille,Emmanuel Morin",2015,2015,Terminology. International Journal of Theoretical and Applied Issues in Specialized Communication,,
tel-01112072,https://hal.science/tel-01112072v1,"De l’étiquetage syntaxique pour les grammaires catégorielles de dépendances à l’analyse par transition dans le domaine de l’analyse en dépendances non-projective,From syntactic tagging for categorial dependency grammars to transition-based parsing in the domain of non-projective dependency parsing",Ophélie Lacroix,2014-12-08,2014,,,
hal-01142648,https://hal.science/hal-01142648v1,"Consumer Concern Extraction in Social Web Reviews,Origine des inquiétudes des consommateurs dans les critiques sur les sites sociaux","Joseph Lark,Sebastián Peña Saldarriaga,Emmanuel Morin,Fabien Poulard,Sylvain Ornetti",2014-09-17,2014,,International Conference on Digital Intelligence 2014,fr
hal-01116134,https://hal.science/hal-01116134v1,Splitting of Compound Terms in non-Prototypical Compounding Languages,"Elizaveta Loginova Clouet,Béatrice Daille",2014-08-24,2014,,"Workshop on Computational Approaches to Compound Analysis, COLING 2014",ie
hal-01097232,https://hal.science/hal-01097232v1,A Three-Step Transition-Based System for Non-Projective Dependency Parsing,"Ophélie Lacroix,Denis Béchet",2014-08-24,2014,,The 25th International Conference on Computational Linguistics (COLING 2014),ie
hal-01113464,https://hal.science/hal-01113464v1,Fouille de données pour associer des noms de sessions aux articles scientifiques,"Solen Quiniou,Peggy Cellier,Thierry Charnois",2014-07-01,2014,,DEFT 2014,fr
hal-01021452,https://hal.science/hal-01021452v1,Influence des domaines de spécialité dans l'extraction de termes-clés,"Adrien Bougouin,Florian Boudin,Béatrice Daille",2014-07-01,2014,,Traitement Automatique des Langues Naturelles (TALN),fr
hal-01097565,https://hal.science/hal-01097565v1,Looking at Unbalanced Specialized Comparable Corpora for Bilingual Lexicon Extraction,"Emmanuel Morin,Amir Hazem",2014-06-23,2014,,Proceedings of the 52nd Annual Meeting of the Association for Computational Linguistics (ACL),us
hal-01171093,https://hal.science/hal-01171093v1,Semi-compositional Method for Synonym Extraction of Multi-Word Terms,"Amir Hazem,Béatrice Daille",2014-05-26,2014,,9th edition of the Language Resources and Evaluation Conference (LREC 2014),is
hal-01017233,https://hal.science/hal-01017233v1,Validation Issues induced by an Automatic Pre-Annotation Mechanism in the Building of Non-projective Dependency Treebanks,"Ophélie Lacroix,Denis Béchet",2014-05-26,2014,,Ninth International Conference on Language Ressources and Evaluation (LREC 2014),is
hal-01004007,https://hal.science/hal-01004007v1,Label Pre-annotation for Building Non-projective Dependency Treebanks for French,"Ophélie Lacroix,Denis Béchet,Florian Boudin",2014-04-06,2014,,15th International Conference on Computational Linguistics and Intelligent Text Processing (CICLing 2014),np
hal-01116119,https://hal.science/hal-01116119v1,Compound Terms and Their Multi-word Variants: Case of German and Russian Languages,"Elizaveta Loginova Clouet,Béatrice Daille",2014-04,2014,,CICLing 2014,np
hal-00966128,https://hal.science/hal-00966128v1,CDG Lab'': an Integrated Environment for Categorial Dependency Grammar and Dependency Treebank Development,"Denis Béchet,Alexander Dikovsky,Ophélie Lacroix",2014-01,2014,,,
hal-01096926,https://hal.science/hal-01096926v1,De quoi parle ce Tweet? Résumer Wikipédia pour contextualiser des microblogs,"Romain Deveaud,Florian Boudin",2014,2014,Revue I3 - Information Interaction Intelligence,,
hal-01096913,https://hal.science/hal-01096913v1,TopicRank : ordonnancement de sujets pour l'extraction automatique de termes-clés,"Adrien Bougouin,Florian Boudin",2014,2014,Revue TAL : traitement automatique des langues,,
hal-00946991,https://hal.science/hal-00946991v1,Intégration de la reconnaissance des entités nommées au processus de reconnaissance de la parole,"Mohamed Hatmi,Christine Jacquin,Sylvain Meigner,Emmanuel Morin,Solen Quiniou",2013-12-31,2013,Revue TAL : traitement automatique des langues,,
hal-00917956,https://hal.science/hal-00917956v1,Effective Tweet Contextualization with Hashtags Performance Prediction and Multi-Document Summarization,"Romain Deveaud,Florian Boudin",2013-12-23,2013,,INitiative for the Evaluation of XML Retrieval (INEX),es
hal-00949198,https://hal.science/hal-00949198v1,Word Co-occurrence Counts Prediction for Bilingual Terminology Extraction from Comparable Corpora.,"Amir Hazem,Emmanuel Morin",2013-10-14,2013,,6th International Joint Conference on Natural Language Processing. IJCNLP 2013.,jp
hal-00917969,https://hal.science/hal-00917969v1,TopicRank: Graph-Based Topic Ranking for Keyphrase Extraction,"Adrien Bougouin,Florian Boudin,Béatrice Daille",2013-10-14,2013,,International Joint Conference on Natural Language Processing (IJCNLP),jp
hal-00850187,https://hal.science/hal-00850187v1,A Comparison of Centrality Measures for Graph-Based Keyphrase Extraction,Florian Boudin,2013-10-14,2013,,International Joint Conference on Natural Language Processing (IJCNLP),jp
tel-00946914,https://theses.hal.science/tel-00946914v1,"Extraction de lexiques bilingues à partir de corpus comparables,Bilingual lexicon extraction from comparable corpora",Amir Hazem,2013-10-11,2013,,,
hal-00918976,https://hal.science/hal-00918976v1,Aid to spatial navigation within a UIMA annotation index,Nicolas Hernandez,2013-09-23,2013,,"UIMA@GSCL, 3rd Workshop on Unstructured Information Management Architecture",de
tel-00905930,https://theses.hal.science/tel-00905930v1,"Traduction assistée par ordinateur et corpus comparables : contributions à la traduction compositionnelle,COMPUTER-AIDED TRANSLATION AND COMPARABLE CORPORA: CONTRIBUTIONS TO COMPOSITIONAL TRANSLATION",Estelle Delpech,2013-07-02,2013,,,
hal-00821671,https://hal.science/hal-00821671v1,État de l'art des méthodes d'extraction automatique de termes-clés,Adrien Bougouin,2013-06-17,2013,,Rencontre des Étudiants Chercheurs en Informatique pour le Traitement Automatique des Langues (RECITAL),fr
hal-00819813,https://hal.science/hal-00819813v2,TALN Archives : une archive numérique francophone des articles de recherche en Traitement Automatique de la Langue,Florian Boudin,2013-06-17,2013,,Traitement Automatique des Langues Naturelles (TALN),fr
hal-00816350,https://hal.science/hal-00816350v1,Construction automatique d'un large corpus libre annoté morpho-syntaxiquement en français,"Nicolas Hernandez,Florian Boudin",2013-06-17,2013,,Traitement Automatique des Langues Naturelles (TALN),fr
hal-00816353,https://hal.science/hal-00816353v1,Keyphrase Extraction for N-best Reranking in Multi-Sentence Compression,"Florian Boudin,Emmanuel Morin",2013-06-10,2013,,North American Chapter of the Association for Computational Linguistics (NAACL),us
hal-00920323,https://hal.science/hal-00920323v1,Multilingual compound splitting combining language dependent and independent features,"Elizaveta Loginova Clouet,Béatrice Daille",2013-05-29,2013,,Dialogue,ru
hal-00816351,https://hal.science/hal-00816351v1,Contextualisation automatique de Tweets à partir de Wikipédia,"Romain Deveaud,Florian Boudin",2013-04-03,2013,,Conférence en Recherche d'Information et Applications (CORIA),ch
hal-00820322,https://hal.science/hal-00820322v1,Knowledge-poor and knowledge-rich approaches for multilingual terminology extraction,"Béatrice Daille,Helena Blancafort",2013-03-24,2013,,13th International Conference on Intelligent Text Processing and Computational Linguistics (CICLing 2013),gr
hal-00817074,https://hal.science/hal-00817074v1,SDMC : un outil en ligne d'extraction de motifs séquentiels pour la fouille de textes,"Nicolas Béchet,Peggy Cellier,Thierry Charnois,Bruno Crémilleux,Solen Quiniou",2013-01-29,2013,,Conférence Francophone sur l'Extraction et la Gestion des Connaissances (EGC'13),fr
hal-00820331,https://hal.science/hal-00820331v1,TTC Web Platform: from Corpus Compilation to Bilingual Terminologies for MT and CAT Tools,"Helena Blancafort,Francis Bouvier,Béatrice Daille,Ulrich Heid,Anita Ramm",2013-01-17,2013,,Tralogy II. Trouver le sens : où sont nos manques et nos besoins respectifs ?,fr
hal-01154651,https://hal.science/hal-01154651v1,Bilingual Terminology Mining from Comparable Corpora,"Béatrice Daille,Emmanuel Morin,Emmanuel Ep Prochasson",2013,2013,,,
hal-00822528,https://hal.science/hal-00822528v1,Terminology Extraction from Comparable Corpora for Latvian,"Tatiana Gornostay,Anita Ramm,Ulrich Heid,Emmanuel Morin,Rima Harastani,Emmanuel Planas",2012-10-04,2012,,HLT 2012: 5th International Conference Human Language Technologies,ee
hal-00755496,https://hal.science/hal-00755496v1,LIA/LINA at the INEX 2012 Tweet Contextualization track,"Romain Deveaud,Florian Boudin",2012-09-17,2012,,INitiative for the Evaluation of XML Retrieval (INEX),it
hal-00816566,https://hal.science/hal-00816566v1,Reference Lists for the Evaluation of Term Extraction Tools,"Elizaveta Loginova Clouet,Anita Gojun,Helena Blancafort,Marie Guegan,Tatiana Gornostay,Ulrich Heid",2012-06-19,2012,Proceedings of the 10th Terminology and Knowledge Engineering Conference (TKE'12),Terminology and Knowledge Engineering Conference (TKE),es
hal-00707495,https://hal.science/hal-00707495v1,Participation du LINA à DEFT 2012,"Florian Boudin,Amir Hazem,Nicolas Hernandez,Prajol Shrestha",2012-06-08,2012,,Atelier Défi Fouille de Textes (DEFT),fr
hal-00727779,https://hal.science/hal-00727779v1,Adaptation d'un système de reconnaissance d'entités nommées pour le français à l'anglais à moindre coût,Mohamed Hatmi,2012-06-04,2012,,RECITAL,fr
hal-00716738,https://hal.science/hal-00716738v1,Prémices d'une analyse syntaxique par transition pour des structures de dépendances non-projectives,"Boris Karlov,Ophélie Lacroix",2012-06-04,2012,,RECITAL 2012,fr
hal-00819594,https://hal.science/hal-00819594v1,Building Bilingual Terminologies from Comparable Corpora: The TTC TermSuite,Béatrice Daille,2012-05-26,2012,,"5th Workshop on Building and Using Comparable Corpora with special topic ""Language Resources for Machine Translation in Less-Resourced Languages and Domains"", co-located with LREC 2012",tr
hal-00949215,https://hal.science/hal-00949215v1,Adaptive Dictionary for Bilingual Lexicon Extraction from Comparable Corpora,"Amir Hazem,Emmanuel Morin",2012-05-21,2012,,12th International Conference on Language Resources and Evaluation. LREC 2012 (Short paper),tr
hal-00707691,https://hal.science/hal-00707691v1,Using a Medical Thesaurus to Predict Query Difficulty,"Florian Boudin,Jian-Yun Nie,Martin Dawes",2012-04-01,2012,,34th European Conference on Information Retrieval (ECIR),es
hal-00949335,https://hal.science/hal-00949335v1,QAlign: A New Method for Bilingual Lexicon Extraction from Comparable Corpora.,"Amir Hazem,Emmanuel Morin",2012-03-11,2012,,the 13th Conference on Intelligent Text Processing and Computational Linguistics. CICLing 2012.,in
hal-00819590,https://hal.science/hal-00819590v1,Compiling terminological data using comparable corpora: from term extraction to dictionaries,"M. Weller,Anita Gojun,Ulrich Heid,Béatrice Daille,Emmanuel Morin",2012-03-06,2012,,34th Annual Conference of the German Linguistic Society (DGfS),de
hal-01481920,https://hal.science/hal-01481920v1,What About Sequential Data Mining Techniques to Identify Linguistic Patterns for Stylistics ?,"Solen Quiniou,Peggy Cellier,Thierry Charnois,Dominique Legallois",2012,2012,,,
hal-00819025,https://hal.science/hal-00819025v1,TTC TermSuite: A UIMA Application for Multilingual Terminology Extraction from Comparable Corpora,"Jérôme Rocheteau,Béatrice Daille",2011-11-09,2011,,5th International Joint Conference on Natural Language Processing (IJCNLP),th
hal-00819381,https://hal.science/hal-00819381v1,Term variation in texts,Béatrice Daille,2011-11-08,2011,,9th International Conference on Terminology and Artificial Intelligence (TIA 2011),fr
hal-00819376,https://hal.science/hal-00819376v1,Simple methods for dealing with term variation and term alignment,"M. Weller,Anita Gojun,Ulrich Heid,Béatrice Daille,Rima Harastani",2011-11-08,2011,,9th International Conference on Terminology and Artificial Intelligence (TIA 2011),fr
hal-00819345,https://hal.science/hal-00819345v1,TTC TermSuite : une chaîne de traitement pour la fouille terminologique multilingue.,"Béatrice Daille,Christine Jacquin,Laura Monceaux,Emmanuel Morin,Jérôme Rocheteau",2011-06-29,2011,,18ème Conférence francophone sur le Traitement Automatique des Langues Naturelles Conference (TALN 2011).,fr
hal-00819338,https://hal.science/hal-00819338v1,Comparability Measurement for Terminology Extraction,"Fabien Poulard,Béatrice Daille,Christine Jacquin,Laura Monceaux,Emmanuel Morin,Helena Blancafort",2011-05-11,2011,,"Workshop on Creation, Harmonization and Application of Terminology resources (CHAT 2011) in conjunction with the 18th Nordic Conference on Computational Linguistics (NODALIDA 2011).",lv
hal-00818657,https://hal.science/hal-00818657v1,User-centred Views on Terminology Extraction Tools: Usage Scenarios and Integration into MT and CAT Tools.,"Helena Blancafort,Ulrich Heid,Tatiana Gornostay,Claude Méchoulam,Béatrice Daille,Serge Sharoff",2011-03-03,2011,,Tralogy I. Métiers et technologies de la traduction : quelles convergences pour l'avenir ?,fr
hal-00818647,https://hal.science/hal-00818647v1,Identifying and Grouping Variants of Technical Terms on the Basis of Text Corpora,"M. Weller,Anita Gojun,Ulrich Heid,Helena Blancafort,Béatrice Daille",2011-02-23,2011,,33rd Annual Conference of the German Linguistic Society (DGfS),de
hal-00819365,https://hal.science/hal-00819365v1,"TTC: Terminology Extraction\, Translation Tools and Comparable Corpora","Helena Blancafort,Béatrice Daille,Tatiana Gornostay,Ulrich Heid,Claude Méchoulam,Serge Sharoff",2010-07-06,2010,,14th EURALEX International Congress,nl
hal-01160943,https://hal.science/hal-01160943v1,"Worshop\, Methods for the automatic acquisition of Language Resources and their evaluation methods","Nuria Bel,Béatrice Daille,Andrejs Vasiljevs",2010-05-23,2010,,Seventh International Language Resources and Evaluation Conference (LREC 2010),mt
hal-01160955,https://hal.science/hal-01160955v1,Detecting Derivatives using Specific and Invariant Descriptors,"Fabien Poulard,Nicolas Hernandez,Béatrice Daille",2010-03-21,2010,,Twelveth International Conference on Computational  Linguistics and Intelligent Text Processing  (CICLING 2010),jp
hal-01154658,https://hal.science/hal-01154658v1,"Brains\, not Brawn: The Use of ‘’Smart’’ Comparable Corpora in Bilingual Terminology Mining","Emmanuel Morin,Béatrice Daille,Kyo Kageura,Koichi Takeuchi",2010,2010,ACM - Transactions on Speech and Language Processing,,
hal-00403643,https://hal.science/hal-00403643v1,Effective Compositional Model for Lexical Alignment,"Béatrice Daille,Emmanuel Morin",2008-01,2008,,IJCNLP 2008: Third International Joint Conference on Natural Language Processing,in
hal-00483605,https://hal.science/hal-00483605v1,Une architecture de services pour mieux spécialiser les processus d'acquisition terminologique,"Farid Cerbah,Béatrice Daille",2006,2006,Revue TAL : traitement automatique des langues,,
hal-00442194,https://hal.science/hal-00442194v1,Variations and application-oriented terminology engineering,Béatrice Daille,2005,2005,Terminology. International Journal of Theoretical and Applied Issues in Specialized Communication,,
hal-00442397,https://hal.science/hal-00442397v1,Extraction de terminologies bilingues á partir de corpus comparables d'un domaine spécialisé,"Emmanuel Morin,Béatrice Daille",2004,2004,Revue TAL : traitement automatique des langues,,
hal-00444454,https://hal.science/hal-00444454v1,Terminology Mining,Béatrice Daille,2003,2003,,,
hal-01094958,https://hal.science/hal-01094958v1,Tools for Terminology Processing,"Chantal Enguehard,Béatrice Daille,Emmanuel Morin",2002-06,2002,,The Indo-European Conference on Multilingual Communications Technologies (IEMCT),in
hal-00442221,https://hal.science/hal-00442221v1,In vitro evaluation for a program to machine-aided indexing,"Christian Jacquemin,Béatrice Daille,Jean Royauté,Xavier Polanco",2002,2002,Information Processing \& Management (IPM),,
hal-01685538,https://hal.science/hal-01685538v1,Indexing a Web Site with a Terminology Oriented Ontology,"Emmanuel Desmontils,Christine Jacquin",2001-07-30,2001,,The first Semantic Web Working Symposium (SWWS'01),us
hal-00820306,https://hal.science/hal-00820306v1,Qualitative terminology extraction: Identifying relational adjectives,Béatrice Daille,2001,2001,,,
hal-00442158,https://hal.science/hal-00442158v1,L'identification en corpus d'adjectifs relationnels : une piste linguistique pour l'extraction automatique de terminologie,Béatrice Daille,2001,2001,Revue TAL : traitement automatique des langues,,
